date,group,location,latitude,longitude,elevation,predicate,sunset_status,moonset_status,sunset_jd,relevant_conjunction_jd,moonset_jd,sun_center_geometric_altitude,moon_center_geometric_altitude,moon_upper_limb_apparent_altitude,geocentric_elongation,topocentric_elongation,signed_moon_age_hours,lag_minutes,local_decision,yallop_model_q,yallop_model_zone,odeh_model_v,odeh_model_zone
2025-02-28,SOUTHEAST_ASIA,Yogyakarta,-7.7956,110.3695,113.0,WUJUDUL_HILAL_LOCAL,OK,OK,2460734.957411873,2460734.528321670,2460734.970038744,-0.833400,3.773398,4.613858,5.949096,5.015389,10.298165,18.182694,1,-0.576716,F,-2.099270,NOT_VISIBLE
2025-02-28,SOUTHEAST_ASIA,Makassar,-5.1477,119.4327,8.0,WUJUDUL_HILAL_LOCAL,OK,OK,2460734.931211716,2460734.528321670,2460734.943167149,-0.833400,3.557902,4.398320,5.604581,4.647950,9.669361,17.215823,1,-0.603871,F,-2.370731,NOT_VISIBLE
2025-02-28,SOUTHEAST_ASIA,Jayapura,-2.5916,140.6690,20.0,WUJUDUL_HILAL_LOCAL,OK,OK,2460734.871249783,2460734.528321670,2460734.881320029,-0.833400,2.910668,3.750985,4.824656,3.842299,8.230275,14.501155,1,-0.680100,F,-3.132816,NOT_VISIBLE
2025-02-28,WEST_ASIA,Mecca,21.4225,39.8262,240.0,CONJUNCTION_AND_MOONSET,OK,OK,2460735.142061918,2460734.528321670,2460735.164363942,-0.833400,6.547555,7.388294,8.415336,7.421089,14.729766,32.114915,1,-0.242846,E,1.239632,OPTICAL_AID_ONLY
2025-02-28,NORTH_AFRICA,Cairo,30.0444,31.2357,23.0,LAG_AT_LEAST_5_MINUTES,OK,OK,2460735.162111171,2460734.528321670,2460735.186457367,-0.833400,6.608951,7.449718,8.685819,7.718856,15.210948,35.058522,1,-0.226949,D,1.398539,OPTICAL_AID_ONLY
2025-02-28,NORTH_AFRICA,Alexandria,31.2001,29.9187,5.0,LAG_AT_LEAST_5_MINUTES,OK,OK,2460735.165216214,2460734.528321670,2460735.189875787,-0.833400,6.607957,7.448728,8.727743,7.766176,15.285469,35.509785,1,-0.225511,D,1.412899,OPTICAL_AID_ONLY
2025-02-28,NORTH_AFRICA,Aswan,24.0889,32.8998,99.0,LAG_AT_LEAST_5_MINUTES,OK,OK,2460735.160177519,2460734.528321670,2460735.183608673,-0.833400,6.750998,7.591762,8.659716,7.671076,15.164540,33.740862,1,-0.215425,D,1.513865,OPTICAL_AID_ONLY
2025-02-28,WEST_ASIA,Istanbul,41.0082,28.9784,40.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460735.162494050,2460734.528321670,2460735.188583673,-0.833400,6.059868,6.900635,8.690988,7.794983,15.220137,37.569057,1,-0.277405,E,0.893672,OPTICAL_AID_ONLY
2025-02-28,WEST_ASIA,Ankara,39.9334,32.8597,938.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460735.152356350,2460734.528321670,2460735.177736072,-0.833400,5.991646,6.832399,8.554170,7.650869,14.976832,36.546800,1,-0.288397,E,0.783763,OPTICAL_AID_ONLY
2025-02-28,WEST_ASIA,Erzurum,39.9043,41.2679,1890.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460735.128999701,2460734.528321670,2460735.153167272,-0.833400,5.679706,6.520426,8.239327,7.339248,14.416273,34.801303,1,-0.327932,F,0.388380,OPTICAL_AID_ONLY
2025-02-28,EUROPE,London,51.5074,-0.1278,11.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460735.235684155,2460734.528321670,2460735.268343949,-0.833400,6.164489,7.005354,9.681335,8.875037,16.976700,47.030104,1,-0.232398,E,1.343435,OPTICAL_AID_ONLY
2025-02-28,NORTH_AMERICA,New York,40.7128,-74.0060,10.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460735.448969971,2460734.528321670,2460735.489953673,-0.833400,9.922385,10.763503,12.585887,11.667220,22.095559,59.016531,1,0.237212,A,6.041329,NAKED_EYE
2025-02-28,NORTH_AMERICA,Toronto,43.6532,-79.3832,76.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460735.462071544,2460734.528321670,2460735.504848805,-0.833400,9.843275,10.684407,12.764962,11.867038,22.409997,61.599256,1,0.238691,A,6.056003,NAKED_EYE
2025-02-28,OCEANIA,Sydney,-33.8688,151.2093,58.0,ALTITUDE_5_ELONGATION_8,OK,OK,2460734.856159407,2460734.528321670,2460734.863813364,-0.833400,1.653862,2.494153,4.630752,3.930367,7.868106,11.021698,0,-0.808374,F,-4.415676,NOT_VISIBLE
